Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sun Apr 3 2016,8:00 pm,Portland Trail Blazers,111,Golden State Warriors,136,Box Score,,19596,
Sun Apr 3 2016,3:30 pm,Oklahoma City Thunder,110,Houston Rockets,118,Box Score,,18462,
Sun Apr 3 2016,3:30 pm,Washington Wizards,109,Los Angeles Clippers,114,Box Score,,19060,
Sun Apr 3 2016,9:30 pm,Boston Celtics,107,Los Angeles Lakers,100,Box Score,,18997,
Sun Apr 3 2016,7:00 pm,Chicago Bulls,102,Milwaukee Bucks,98,Box Score,,15768,
Sun Apr 3 2016,3:30 pm,Dallas Mavericks,88,Minnesota Timberwolves,78,Box Score,,16117,
Sun Apr 3 2016,7:30 pm,Indiana Pacers,92,New York Knicks,87,Box Score,,19812,
Sun Apr 3 2016,6:00 pm,Memphis Grizzlies,107,Orlando Magic,119,Box Score,,17741,
Sun Apr 3 2016,6:00 pm,Utah Jazz,101,Phoenix Suns,86,Box Score,,17279,
Tue Apr 5 2016,8:00 pm,Phoenix Suns,90,Atlanta Hawks,103,Box Score,,15176,
Tue Apr 5 2016,9:00 pm,Oklahoma City Thunder,124,Denver Nuggets,102,Box Score,,12611,
Tue Apr 5 2016,10:30 pm,Minnesota Timberwolves,124,Golden State Warriors,117,Box Score,OT,19596,
Tue Apr 5 2016,10:30 pm,Los Angeles Lakers,81,Los Angeles Clippers,103,Box Score,,19537,
Tue Apr 5 2016,8:00 pm,Chicago Bulls,92,Memphis Grizzlies,108,Box Score,,17591,
Tue Apr 5 2016,8:00 pm,Detroit Pistons,89,Miami Heat,107,Box Score,,19621,
Tue Apr 5 2016,8:00 pm,Cleveland Cavaliers,109,Milwaukee Bucks,80,Box Score,,15061,
Tue Apr 5 2016,7:00 pm,New Orleans Pelicans,93,Philadelphia 76ers,107,Box Score,,10978,
Tue Apr 5 2016,10:00 pm,Portland Trail Blazers,115,Sacramento Kings,107,Box Score,,17317,
Tue Apr 5 2016,7:30 pm,Charlotte Hornets,90,Toronto Raptors,96,Box Score,,19800,
Tue Apr 5 2016,9:00 pm,San Antonio Spurs,88,Utah Jazz,86,Box Score,,19381,
Wed Apr 6 2016,7:30 pm,New Orleans Pelicans,97,Boston Celtics,104,Box Score,,18624,
Wed Apr 6 2016,9:30 pm,Houston Rockets,86,Dallas Mavericks,88,Box Score,,20108,
Wed Apr 6 2016,7:00 pm,Cleveland Cavaliers,109,Indiana Pacers,123,Box Score,,18165,
Wed Apr 6 2016,10:30 pm,Los Angeles Clippers,91,Los Angeles Lakers,81,Box Score,,18997,
Wed Apr 6 2016,7:30 pm,Charlotte Hornets,111,New York Knicks,97,Box Score,,19812,
Wed Apr 6 2016,7:00 pm,Detroit Pistons,108,Orlando Magic,104,Box Score,,16553,
Wed Apr 6 2016,10:00 pm,Oklahoma City Thunder,115,Portland Trail Blazers,120,Box Score,,19393,
Wed Apr 6 2016,7:00 pm,Brooklyn Nets,103,Washington Wizards,121,Box Score,,16846,
Thu Apr 7 2016,8:00 pm,Toronto Raptors,87,Atlanta Hawks,95,Box Score,,17864,
Thu Apr 7 2016,10:30 pm,San Antonio Spurs,101,Golden State Warriors,112,Box Score,,19596,
Thu Apr 7 2016,8:00 pm,Phoenix Suns,124,Houston Rockets,115,Box Score,,18227,
Thu Apr 7 2016,8:00 pm,Chicago Bulls,98,Miami Heat,106,Box Score,,19771,
Thu Apr 7 2016,10:00 pm,Minnesota Timberwolves,105,Sacramento Kings,97,Box Score,,17317,
Fri Apr 8 2016,7:30 pm,Milwaukee Bucks,109,Boston Celtics,124,Box Score,,18624,
Fri Apr 8 2016,7:00 pm,Brooklyn Nets,99,Charlotte Hornets,113,Box Score,,18337,
Fri Apr 8 2016,8:30 pm,Memphis Grizzlies,93,Dallas Mavericks,103,Box Score,,20211,
Fri Apr 8 2016,9:00 pm,San Antonio Spurs,98,Denver Nuggets,102,Box Score,,16347,
Fri Apr 8 2016,7:30 pm,Washington Wizards,99,Detroit Pistons,112,Box Score,,18207,
Fri Apr 8 2016,8:00 pm,Los Angeles Lakers,102,New Orleans Pelicans,110,Box Score,,18607,
Fri Apr 8 2016,7:00 pm,Miami Heat,109,Orlando Magic,112,Box Score,,18152,
Fri Apr 8 2016,7:00 pm,New York Knicks,109,Philadelphia 76ers,102,Box Score,,16076,
Fri Apr 8 2016,7:30 pm,Indiana Pacers,98,Toronto Raptors,111,Box Score,,19800,
Fri Apr 8 2016,9:00 pm,Los Angeles Clippers,102,Utah Jazz,99,Box Score,OT,19911,
Sat Apr 9 2016,7:30 pm,Boston Celtics,107,Atlanta Hawks,118,Box Score,,19257,
Sat Apr 9 2016,8:30 pm,Cleveland Cavaliers,102,Chicago Bulls,105,Box Score,,22186,
Sat Apr 9 2016,8:00 pm,Golden State Warriors,100,Memphis Grizzlies,99,Box Score,,18119,
Sat Apr 9 2016,7:00 pm,Phoenix Suns,121,New Orleans Pelicans,100,Box Score,,16932,
Sat Apr 9 2016,10:30 pm,Minnesota Timberwolves,106,Portland Trail Blazers,105,Box Score,,19733,
Sat Apr 9 2016,10:30 pm,Oklahoma City Thunder,112,Sacramento Kings,114,Box Score,,17317,
Sun Apr 10 2016,5:00 pm,Utah Jazz,100,Denver Nuggets,84,Box Score,,16172,
Sun Apr 10 2016,3:30 pm,Los Angeles Lakers,110,Houston Rockets,130,Box Score,,18442,
Sun Apr 10 2016,6:00 pm,Brooklyn Nets,105,Indiana Pacers,129,Box Score,,18165,
Sun Apr 10 2016,3:30 pm,Dallas Mavericks,91,Los Angeles Clippers,98,Box Score,,19170,
Sun Apr 10 2016,6:00 pm,Orlando Magic,96,Miami Heat,118,Box Score,,19913,
Sun Apr 10 2016,7:30 pm,Toronto Raptors,93,New York Knicks,89,Box Score,,19812,
Sun Apr 10 2016,5:00 pm,Milwaukee Bucks,109,Philadelphia 76ers,108,Box Score,OT,16267,
Sun Apr 10 2016,7:00 pm,Golden State Warriors,92,San Antonio Spurs,86,Box Score,,18658,
Sun Apr 10 2016,12:00 pm,Charlotte Hornets,98,Washington Wizards,113,Box Score,,19187,
Mon Apr 11 2016,7:30 pm,Charlotte Hornets,114,Boston Celtics,100,Box Score,,18624,
Mon Apr 11 2016,7:30 pm,Washington Wizards,120,Brooklyn Nets,111,Box Score,,14653,
Mon Apr 11 2016,7:00 pm,Atlanta Hawks,94,Cleveland Cavaliers,109,Box Score,,20562,
Mon Apr 11 2016,8:00 pm,Houston Rockets,129,Minnesota Timberwolves,105,Box Score,,14983,
Mon Apr 11 2016,8:00 pm,Chicago Bulls,121,New Orleans Pelicans,116,Box Score,,16867,
Mon Apr 11 2016,8:00 pm,Los Angeles Lakers,79,Oklahoma City Thunder,112,Box Score,,18203,
Mon Apr 11 2016,7:00 pm,Milwaukee Bucks,98,Orlando Magic,107,Box Score,,18374,
Mon Apr 11 2016,10:00 pm,Sacramento Kings,105,Phoenix Suns,101,Box Score,,17288,
Mon Apr 11 2016,9:00 pm,Dallas Mavericks,101,Utah Jazz,92,Box Score,,19911,
Tue Apr 12 2016,7:30 pm,Miami Heat,99,Detroit Pistons,93,Box Score,,18575,
Tue Apr 12 2016,7:00 pm,New York Knicks,90,Indiana Pacers,102,Box Score,,17906,
Tue Apr 12 2016,10:30 pm,Memphis Grizzlies,84,Los Angeles Clippers,110,Box Score,,19147,
Tue Apr 12 2016,8:00 pm,Oklahoma City Thunder,98,San Antonio Spurs,102,Box Score,OT,18765,
Tue Apr 12 2016,7:30 pm,Philadelphia 76ers,98,Toronto Raptors,122,Box Score,,19800,
Wed Apr 13 2016,8:00 pm,Miami Heat,88,Boston Celtics,98,Box Score,,18624,
Wed Apr 13 2016,8:00 pm,Toronto Raptors,103,Brooklyn Nets,96,Box Score,,16517,
Wed Apr 13 2016,8:00 pm,Philadelphia 76ers,105,Chicago Bulls,115,Box Score,,21777,
Wed Apr 13 2016,8:00 pm,Orlando Magic,103,Charlotte Hornets,117,Box Score,,17372,
Wed Apr 13 2016,8:00 pm,Detroit Pistons,112,Cleveland Cavaliers,110,Box Score,OT,20562,
Wed Apr 13 2016,8:00 pm,San Antonio Spurs,96,Dallas Mavericks,91,Box Score,,20346,
Wed Apr 13 2016,10:30 pm,Memphis Grizzlies,104,Golden State Warriors,125,Box Score,,19596,
Wed Apr 13 2016,8:00 pm,Sacramento Kings,81,Houston Rockets,116,Box Score,,18311,
Wed Apr 13 2016,10:30 pm,Utah Jazz,96,Los Angeles Lakers,101,Box Score,,18997,
Wed Apr 13 2016,8:00 pm,Indiana Pacers,97,Milwaukee Bucks,92,Box Score,,16569,
Wed Apr 13 2016,8:00 pm,New Orleans Pelicans,109,Minnesota Timberwolves,144,Box Score,,14889,
Wed Apr 13 2016,10:30 pm,Los Angeles Clippers,105,Phoenix Suns,114,Box Score,,18055,
Wed Apr 13 2016,10:30 pm,Denver Nuggets,99,Portland Trail Blazers,107,Box Score,,19571,
Wed Apr 13 2016,8:00 pm,Atlanta Hawks,98,Washington Wizards,109,Box Score,,17399,
Sat Apr 16 2016,7:00 pm,Boston Celtics,101,Atlanta Hawks,102,Box Score,,18980,
Sat Apr 16 2016,3:30 pm,Houston Rockets,78,Golden State Warriors,104,Box Score,,19596,
Sat Apr 16 2016,9:30 pm,Dallas Mavericks,70,Oklahoma City Thunder,108,Box Score,,18203,
Sat Apr 16 2016,12:30 pm,Indiana Pacers,100,Toronto Raptors,90,Box Score,,19800,
Sun Apr 17 2016,3:00 pm,Detroit Pistons,101,Cleveland Cavaliers,106,Box Score,,20562,
Sun Apr 17 2016,10:30 pm,Portland Trail Blazers,95,Los Angeles Clippers,115,Box Score,,19122,
Sun Apr 17 2016,5:30 pm,Charlotte Hornets,91,Miami Heat,123,Box Score,,19600,
Sun Apr 17 2016,8:00 pm,Memphis Grizzlies,74,San Antonio Spurs,106,Box Score,,18418,
Mon Apr 18 2016,10:30 pm,Houston Rockets,106,Golden State Warriors,115,Box Score,,19596,
Mon Apr 18 2016,8:00 pm,Dallas Mavericks,85,Oklahoma City Thunder,84,Box Score,,18203,
Mon Apr 18 2016,7:00 pm,Indiana Pacers,87,Toronto Raptors,98,Box Score,,19800,
Tue Apr 19 2016,7:00 pm,Boston Celtics,72,Atlanta Hawks,89,Box Score,,18972,
Tue Apr 19 2016,9:30 pm,Memphis Grizzlies,68,San Antonio Spurs,94,Box Score,,18418,
Wed Apr 20 2016,8:00 pm,Detroit Pistons,90,Cleveland Cavaliers,107,Box Score,,20562,
Wed Apr 20 2016,10:30 pm,Portland Trail Blazers,81,Los Angeles Clippers,102,Box Score,,19127,
Wed Apr 20 2016,7:00 pm,Charlotte Hornets,103,Miami Heat,115,Box Score,,19650,
Thu Apr 21 2016,7:00 pm,Oklahoma City Thunder,131,Dallas Mavericks,102,Box Score,,20150,
Thu Apr 21 2016,9:30 pm,Golden State Warriors,96,Houston Rockets,97,Box Score,,18200,
Thu Apr 21 2016,7:30 pm,Toronto Raptors,101,Indiana Pacers,85,Box Score,,18165,
Fri Apr 22 2016,8:00 pm,Atlanta Hawks,103,Boston Celtics,111,Box Score,,18624,
Fri Apr 22 2016,7:00 pm,Cleveland Cavaliers,101,Detroit Pistons,91,Box Score,,21584,
Fri Apr 22 2016,9:30 pm,San Antonio Spurs,96,Memphis Grizzlies,87,Box Score,,18119,
Sat Apr 23 2016,5:30 pm,Miami Heat,80,Charlotte Hornets,96,Box Score,,19604,
Sat Apr 23 2016,8:00 pm,Oklahoma City Thunder,119,Dallas Mavericks,108,Box Score,,20516,
Sat Apr 23 2016,3:00 pm,Toronto Raptors,83,Indiana Pacers,100,Box Score,,18165,
Sat Apr 23 2016,10:30 pm,Los Angeles Clippers,88,Portland Trail Blazers,96,Box Score,,19761,
Sun Apr 24 2016,6:00 pm,Atlanta Hawks,95,Boston Celtics,104,Box Score,OT,18624,
Sun Apr 24 2016,8:30 pm,Cleveland Cavaliers,100,Detroit Pistons,98,Box Score,,21584,
Sun Apr 24 2016,3:30 pm,Golden State Warriors,121,Houston Rockets,94,Box Score,,18200,
Sun Apr 24 2016,1:00 pm,San Antonio Spurs,116,Memphis Grizzlies,95,Box Score,,18119,
Mon Apr 25 2016,7:00 pm,Miami Heat,85,Charlotte Hornets,89,Box Score,,19156,
Mon Apr 25 2016,8:00 pm,Dallas Mavericks,104,Oklahoma City Thunder,118,Box Score,,18203,
Mon Apr 25 2016,10:30 pm,Los Angeles Clippers,84,Portland Trail Blazers,98,Box Score,,19607,
Tue Apr 26 2016,8:30 pm,Boston Celtics,83,Atlanta Hawks,110,Box Score,,18987,
Tue Apr 26 2016,6:00 pm,Indiana Pacers,99,Toronto Raptors,102,Box Score,,19800,
Wed Apr 27 2016,10:30 pm,Houston Rockets,81,Golden State Warriors,114,Box Score,,19596,
Wed Apr 27 2016,10:00 pm,Portland Trail Blazers,108,Los Angeles Clippers,98,Box Score,,19060,
Wed Apr 27 2016,8:00 pm,Charlotte Hornets,90,Miami Heat,88,Box Score,,19685,
Thu Apr 28 2016,8:00 pm,Atlanta Hawks,104,Boston Celtics,92,Box Score,,18624,
Fri Apr 29 2016,8:00 pm,Miami Heat,97,Charlotte Hornets,90,Box Score,,19636,
Fri Apr 29 2016,7:30 pm,Toronto Raptors,83,Indiana Pacers,101,Box Score,,18165,
Fri Apr 29 2016,10:30 pm,Los Angeles Clippers,103,Portland Trail Blazers,106,Box Score,,19768,
Sat Apr 30 2016,8:30 pm,Oklahoma City Thunder,92,San Antonio Spurs,124,Box Score,,18418,
Sun May 1 2016,3:30 pm,Portland Trail Blazers,106,Golden State Warriors,118,Box Score,,19596,
Sun May 1 2016,1:00 pm,Charlotte Hornets,73,Miami Heat,106,Box Score,,19868,
Sun May 1 2016,8:00 pm,Indiana Pacers,84,Toronto Raptors,89,Box Score,,20669,
Mon May 2 2016,7:00 pm,Atlanta Hawks,93,Cleveland Cavaliers,104,Box Score,,20562,
Mon May 2 2016,9:30 pm,Oklahoma City Thunder,98,San Antonio Spurs,97,Box Score,,18418,
Tue May 3 2016,10:30 pm,Portland Trail Blazers,99,Golden State Warriors,110,Box Score,,19596,
Tue May 3 2016,8:00 pm,Miami Heat,102,Toronto Raptors,96,Box Score,OT,19800,
Wed May 4 2016,8:00 pm,Atlanta Hawks,98,Cleveland Cavaliers,123,Box Score,,20562,
Thu May 5 2016,8:00 pm,Miami Heat,92,Toronto Raptors,96,Box Score,OT,20906,
Fri May 6 2016,7:00 pm,Cleveland Cavaliers,121,Atlanta Hawks,108,Box Score,,19089,
Fri May 6 2016,9:30 pm,San Antonio Spurs,100,Oklahoma City Thunder,96,Box Score,,18203,
Sat May 7 2016,5:00 pm,Toronto Raptors,95,Miami Heat,91,Box Score,,19675,
Sat May 7 2016,8:30 pm,Golden State Warriors,108,Portland Trail Blazers,120,Box Score,,19673,
Sun May 8 2016,3:30 pm,Cleveland Cavaliers,100,Atlanta Hawks,99,Box Score,,19031,
Sun May 8 2016,8:00 pm,San Antonio Spurs,97,Oklahoma City Thunder,111,Box Score,,18203,
Mon May 9 2016,8:00 pm,Toronto Raptors,87,Miami Heat,94,Box Score,OT,19600,
Mon May 9 2016,10:30 pm,Golden State Warriors,132,Portland Trail Blazers,125,Box Score,OT,19583,
Tue May 10 2016,8:00 pm,Oklahoma City Thunder,95,San Antonio Spurs,91,Box Score,,18418,
Wed May 11 2016,10:30 pm,Portland Trail Blazers,121,Golden State Warriors,125,Box Score,,19596,
Wed May 11 2016,8:00 pm,Miami Heat,91,Toronto Raptors,99,Box Score,,20155,
Thu May 12 2016,8:30 pm,San Antonio Spurs,99,Oklahoma City Thunder,113,Box Score,,18203,
Fri May 13 2016,8:00 pm,Toronto Raptors,91,Miami Heat,103,Box Score,,19757,
Sun May 15 2016,3:30 pm,Miami Heat,89,Toronto Raptors,116,Box Score,,20257,
Mon May 16 2016,9:00 pm,Oklahoma City Thunder,108,Golden State Warriors,102,Box Score,,19596,
Tue May 17 2016,8:30 pm,Toronto Raptors,84,Cleveland Cavaliers,115,Box Score,,20562,
Wed May 18 2016,9:00 pm,Oklahoma City Thunder,91,Golden State Warriors,118,Box Score,,19596,
Thu May 19 2016,8:30 pm,Toronto Raptors,89,Cleveland Cavaliers,108,Box Score,,20562,
Sat May 21 2016,8:30 pm,Cleveland Cavaliers,84,Toronto Raptors,99,Box Score,,20207,
Sun May 22 2016,8:00 pm,Golden State Warriors,105,Oklahoma City Thunder,133,Box Score,,18203,
Mon May 23 2016,8:30 pm,Cleveland Cavaliers,99,Toronto Raptors,105,Box Score,,20367,
Tue May 24 2016,9:00 pm,Golden State Warriors,94,Oklahoma City Thunder,118,Box Score,,18203,
Wed May 25 2016,8:30 pm,Toronto Raptors,78,Cleveland Cavaliers,116,Box Score,,20562,
Thu May 26 2016,9:00 pm,Oklahoma City Thunder,111,Golden State Warriors,120,Box Score,,19596,
Fri May 27 2016,8:30 pm,Cleveland Cavaliers,113,Toronto Raptors,87,Box Score,,20605,
Sat May 28 2016,9:00 pm,Golden State Warriors,108,Oklahoma City Thunder,101,Box Score,,18203,
Mon May 30 2016,9:00 pm,Oklahoma City Thunder,88,Golden State Warriors,96,Box Score,,19596,
Thu Jun 2 2016,9:00 pm,Cleveland Cavaliers,89,Golden State Warriors,104,Box Score,,19596,
Sun Jun 5 2016,8:00 pm,Cleveland Cavaliers,77,Golden State Warriors,110,Box Score,,19596,
Wed Jun 8 2016,9:00 pm,Golden State Warriors,90,Cleveland Cavaliers,120,Box Score,,20562,
Fri Jun 10 2016,9:00 pm,Golden State Warriors,108,Cleveland Cavaliers,97,Box Score,,20562,
Mon Jun 13 2016,9:00 pm,Cleveland Cavaliers,112,Golden State Warriors,97,Box Score,,19596,
Thu Jun 16 2016,9:00 pm,Golden State Warriors,101,Cleveland Cavaliers,115,Box Score,,20562,
Sun Jun 19 2016,8:00 pm,Cleveland Cavaliers,93,Golden State Warriors,89,Box Score,,19596,
Tue Oct 25 2016,7:30 pm,New York Knicks,88,Cleveland Cavaliers,117,Box Score,,20562,
Tue Oct 25 2016,10:30 pm,San Antonio Spurs,129,Golden State Warriors,100,Box Score,,19596,
Tue Oct 25 2016,10:00 pm,Utah Jazz,104,Portland Trail Blazers,113,Box Score,,19446,
Wed Oct 26 2016,7:30 pm,Brooklyn Nets,117,Boston Celtics,122,Box Score,,18624,
Wed Oct 26 2016,7:00 pm,Dallas Mavericks,121,Indiana Pacers,130,Box Score,OT,17923,
Wed Oct 26 2016,10:30 pm,Houston Rockets,114,Los Angeles Lakers,120,Box Score,,18997,
Wed Oct 26 2016,8:00 pm,Minnesota Timberwolves,98,Memphis Grizzlies,102,Box Score,,18119,
Wed Oct 26 2016,8:00 pm,Charlotte Hornets,107,Milwaukee Bucks,96,Box Score,,18717,
Wed Oct 26 2016,8:00 pm,Denver Nuggets,107,New Orleans Pelicans,102,Box Score,,15869,
Wed Oct 26 2016,7:00 pm,Miami Heat,108,Orlando Magic,96,Box Score,,19298,
Wed Oct 26 2016,8:00 pm,Oklahoma City Thunder,103,Philadelphia 76ers,97,Box Score,,20487,
Wed Oct 26 2016,10:00 pm,Sacramento Kings,113,Phoenix Suns,94,Box Score,,18055,
Wed Oct 26 2016,7:30 pm,Detroit Pistons,91,Toronto Raptors,109,Box Score,,19800,
Thu Oct 27 2016,7:30 pm,Washington Wizards,99,Atlanta Hawks,114,Box Score,,19049,
Thu Oct 27 2016,8:00 pm,Boston Celtics,99,Chicago Bulls,105,Box Score,,21501,
Thu Oct 27 2016,10:30 pm,Los Angeles Clippers,114,Portland Trail Blazers,106,Box Score,,19500,
Thu Oct 27 2016,10:30 pm,San Antonio Spurs,102,Sacramento Kings,94,Box Score,,17608,
Fri Oct 28 2016,7:30 pm,Indiana Pacers,94,Brooklyn Nets,103,Box Score,,17732,
Fri Oct 28 2016,8:30 pm,Houston Rockets,106,Dallas Mavericks,98,Box Score,,20163,
Fri Oct 28 2016,7:30 pm,Orlando Magic,82,Detroit Pistons,108,Box Score,,19122,
Fri Oct 28 2016,8:00 pm,Charlotte Hornets,97,Miami Heat,91,Box Score,,19600,
Fri Oct 28 2016,9:30 pm,Golden State Warriors,122,New Orleans Pelicans,114,Box Score,,18217,
Fri Oct 28 2016,8:00 pm,Phoenix Suns,110,Oklahoma City Thunder,113,Box Score,OT,18203,
Fri Oct 28 2016,7:00 pm,Cleveland Cavaliers,94,Toronto Raptors,91,Box Score,,19800,
Fri Oct 28 2016,9:00 pm,Los Angeles Lakers,89,Utah Jazz,96,Box Score,,19911,
Sat Oct 29 2016,8:00 pm,Indiana Pacers,101,Chicago Bulls,118,Box Score,,21373,
Sat Oct 29 2016,7:00 pm,Boston Celtics,104,Charlotte Hornets,98,Box Score,,18708,
Sat Oct 29 2016,7:30 pm,Orlando Magic,99,Cleveland Cavaliers,105,Box Score,,20562,
Sat Oct 29 2016,9:00 pm,Portland Trail Blazers,115,Denver Nuggets,113,Box Score,OT,18055,
Sat Oct 29 2016,8:00 pm,Brooklyn Nets,108,Milwaukee Bucks,110,Box Score,,12570,
Sat Oct 29 2016,7:30 pm,Memphis Grizzlies,104,New York Knicks,111,Box Score,,19812,
Sat Oct 29 2016,12:30 pm,Atlanta Hawks,104,Philadelphia 76ers,72,Box Score,,16312,
Sat Oct 29 2016,10:30 pm,Minnesota Timberwolves,103,Sacramento Kings,106,Box Score,,17608,
Sat Oct 29 2016,8:00 pm,New Orleans Pelicans,79,San Antonio Spurs,98,Box Score,,18418,
Sun Oct 30 2016,6:00 pm,Milwaukee Bucks,83,Detroit Pistons,98,Box Score,,15161,
Sun Oct 30 2016,8:00 pm,Dallas Mavericks,92,Houston Rockets,93,Box Score,,18055,
Sun Oct 30 2016,4:30 pm,Utah Jazz,75,Los Angeles Clippers,88,Box Score,,19060,
Sun Oct 30 2016,8:00 pm,Washington Wizards,103,Memphis Grizzlies,112,Box Score,OT,15573,
Sun Oct 30 2016,6:00 pm,San Antonio Spurs,106,Miami Heat,99,Box Score,,19678,
Sun Oct 30 2016,7:00 pm,Los Angeles Lakers,96,Oklahoma City Thunder,113,Box Score,,18203,
Sun Oct 30 2016,6:00 pm,Golden State Warriors,106,Phoenix Suns,100,Box Score,,17011,
Mon Oct 31 2016,7:30 pm,Sacramento Kings,95,Atlanta Hawks,106,Box Score,,12501,
Mon Oct 31 2016,7:30 pm,Chicago Bulls,118,Brooklyn Nets,88,Box Score,,15842,
Mon Oct 31 2016,10:30 pm,Phoenix Suns,98,Los Angeles Clippers,116,Box Score,,19060,
Mon Oct 31 2016,7:30 pm,Denver Nuggets,102,Toronto Raptors,105,Box Score,,19800,
Tue Nov 1 2016,6:00 pm,Houston Rockets,120,Cleveland Cavaliers,128,Box Score,,20562,
Tue Nov 1 2016,7:30 pm,New York Knicks,89,Detroit Pistons,102,Box Score,,13087,
Tue Nov 1 2016,7:00 pm,Los Angeles Lakers,108,Indiana Pacers,115,Box Score,,15348,
Tue Nov 1 2016,7:30 pm,Sacramento Kings,96,Miami Heat,108,Box Score,OT,19612,
Tue Nov 1 2016,8:00 pm,Memphis Grizzlies,80,Minnesota Timberwolves,116,Box Score,,14774,
Tue Nov 1 2016,8:00 pm,Milwaukee Bucks,117,New Orleans Pelicans,113,Box Score,,15515,
Tue Nov 1 2016,7:00 pm,Orlando Magic,103,Philadelphia 76ers,101,Box Score,,12529,
Tue Nov 1 2016,10:00 pm,Golden State Warriors,127,Portland Trail Blazers,104,Box Score,,19393,
Tue Nov 1 2016,8:30 pm,Utah Jazz,106,San Antonio Spurs,91,Box Score,,18418,
Wed Nov 2 2016,7:30 pm,Los Angeles Lakers,123,Atlanta Hawks,116,Box Score,,13800,
Wed Nov 2 2016,8:00 pm,Chicago Bulls,100,Boston Celtics,107,Box Score,,18624,
Wed Nov 2 2016,7:30 pm,Detroit Pistons,101,Brooklyn Nets,109,Box Score,,13650,
Wed Nov 2 2016,7:00 pm,Philadelphia 76ers,93,Charlotte Hornets,109,Box Score,,15275,
Wed Nov 2 2016,10:30 pm,Oklahoma City Thunder,85,Los Angeles Clippers,83,Box Score,,19060,
Wed Nov 2 2016,8:00 pm,New Orleans Pelicans,83,Memphis Grizzlies,89,Box Score,OT,15881,
Wed Nov 2 2016,7:30 pm,Houston Rockets,118,New York Knicks,99,Box Score,,19812,
Wed Nov 2 2016,10:00 pm,Portland Trail Blazers,115,Phoenix Suns,118,Box Score,OT,17284,
Wed Nov 2 2016,9:00 pm,Dallas Mavericks,81,Utah Jazz,97,Box Score,,19318,
Wed Nov 2 2016,7:00 pm,Toronto Raptors,113,Washington Wizards,103,Box Score,,19581,
Thu Nov 3 2016,8:00 pm,Boston Celtics,122,Cleveland Cavaliers,128,Box Score,,20562,
Thu Nov 3 2016,10:30 pm,Oklahoma City Thunder,96,Golden State Warriors,122,Box Score,,19596,
Thu Nov 3 2016,8:00 pm,Indiana Pacers,107,Milwaukee Bucks,125,Box Score,,11374,
Thu Nov 3 2016,8:00 pm,Denver Nuggets,102,Minnesota Timberwolves,99,Box Score,,11219,
Thu Nov 3 2016,7:00 pm,Sacramento Kings,94,Orlando Magic,102,Box Score,,17026,
Fri Nov 4 2016,7:30 pm,Charlotte Hornets,99,Brooklyn Nets,95,Box Score,,15775,
Fri Nov 4 2016,8:00 pm,New York Knicks,117,Chicago Bulls,104,Box Score,,22376,
Fri Nov 4 2016,8:30 pm,Portland Trail Blazers,105,Dallas Mavericks,95,Box Score,,19475,
Fri Nov 4 2016,10:30 pm,Golden State Warriors,97,Los Angeles Lakers,117,Box Score,,18997,
Fri Nov 4 2016,8:00 pm,Los Angeles Clippers,99,Memphis Grizzlies,88,Box Score,,17115,
Fri Nov 4 2016,8:00 pm,Phoenix Suns,112,New Orleans Pelicans,111,Box Score,OT,15379,
Fri Nov 4 2016,7:30 pm,Miami Heat,87,Toronto Raptors,96,Box Score,,19800,
Fri Nov 4 2016,9:00 pm,San Antonio Spurs,100,Utah Jazz,86,Box Score,,19911,
Fri Nov 4 2016,7:00 pm,Atlanta Hawks,92,Washington Wizards,95,Box Score,,14663,
Sat Nov 5 2016,7:30 pm,Houston Rockets,97,Atlanta Hawks,112,Box Score,,16895,
Sat Nov 5 2016,7:00 pm,Denver Nuggets,86,Detroit Pistons,103,Box Score,,16218,
Sat Nov 5 2016,7:00 pm,Chicago Bulls,94,Indiana Pacers,111,Box Score,,17020,
Sat Nov 5 2016,8:00 pm,Sacramento Kings,91,Milwaukee Bucks,117,Box Score,,16021,
Sat Nov 5 2016,6:00 pm,Minnesota Timberwolves,92,Oklahoma City Thunder,112,Box Score,,18203,
Sat Nov 5 2016,7:00 pm,Washington Wizards,86,Orlando Magic,88,Box Score,,18846,
Sat Nov 5 2016,7:00 pm,Cleveland Cavaliers,102,Philadelphia 76ers,101,Box Score,,20497,
Sat Nov 5 2016,8:30 pm,Los Angeles Clippers,116,San Antonio Spurs,92,Box Score,,18418,
Sun Nov 6 2016,7:30 pm,Denver Nuggets,123,Boston Celtics,107,Box Score,,17452,
Sun Nov 6 2016,7:00 pm,Milwaukee Bucks,75,Dallas Mavericks,86,Box Score,OT,19345,
Sun Nov 6 2016,9:30 pm,Phoenix Suns,108,Los Angeles Lakers,119,Box Score,,18997,
Sun Nov 6 2016,3:30 pm,Portland Trail Blazers,100,Memphis Grizzlies,94,Box Score,,16233,
Sun Nov 6 2016,12:00 pm,Utah Jazz,114,New York Knicks,109,Box Score,,19812,
Sun Nov 6 2016,6:00 pm,Sacramento Kings,96,Toronto Raptors,91,Box Score,,19800,
Mon Nov 7 2016,8:00 pm,Orlando Magic,80,Chicago Bulls,112,Box Score,,21320,
Mon Nov 7 2016,7:00 pm,Indiana Pacers,100,Charlotte Hornets,122,Box Score,,16880,
